System Current (A)_x,System Current (A)_y,System Voltage (V)_x,System Voltage (V)_y,3.3V Current (A)_x,3.3V Current (A)_y,5V Current (A)_x,5V Current (A)_y,12V Current (A)_x,12V Current (A)_y
17.1840379238,0.,17.1840379238,15.512,17.1840379238,85.958,17.1840379238,5.372,17.1840379238,5.372
17.2236437798,0.,17.2236437798,15.512,17.2236437798,42.979,17.2236437798,5.372,17.2236437798,8.059
17.2242529392,0.,17.2242529392,15.512,17.2242529392,42.979,17.2242529392,8.059,17.2242529392,5.372
17.2246508598,0.,17.2246508598,15.438,17.2246508598,42.979,17.2246508598,5.372,17.2246508598,8.059
17.2636117935,0.,17.2636117935,15.415,17.2636117935,42.979,17.2636117935,8.059,17.2636117935,8.059
17.2641370296,0.,17.2641370296,15.393,17.2641370296,118.193,17.2641370296,5.372,17.2641370296,8.059
17.264592886,0.,17.264592886,15.423,17.264592886,42.979,17.264592886,5.372,17.264592886,5.372
17.3033478260,0.,17.3033478260,15.356,17.3033478260,118.193,17.3033478260,5.372,17.3033478260,5.372
17.3038847446,0.,17.3038847446,15.535,17.3038847446,88.645,17.3038847446,5.372,17.3038847446,10.745
17.304265976,0.,17.304265976,15.482,17.304265976,45.665,17.304265976,8.059,17.304265976,8.059
17.3046300411,0.,17.3046300411,15.46,17.3046300411,29.548,17.3046300411,5.372,17.3046300411,5.372
17.3435347080,0.,17.3435347080,15.408,17.3435347080,42.979,17.3435347080,5.372,17.3435347080,8.059
17.3441779613,0.,17.3441779613,15.542,17.3441779613,94.017,17.3441779613,5.372,17.3441779613,8.059
17.3445529938,0.,17.3445529938,15.482,17.3445529938,42.979,17.3445529938,5.372,17.3445529938,5.372
17.3833048344,0.,17.3833048344,15.467,17.3833048344,34.921,17.3833048344,5.372,17.3833048344,8.059
17.3837869167,0.,17.3837869167,15.445,17.3837869167,29.548,17.3837869167,8.059,17.3837869167,5.372
17.3841626644,0.,17.3841626644,15.4,17.3841626644,67.155,17.3841626644,5.372,17.3841626644,8.059
17.3845279217,0.,17.3845279217,15.363,17.3845279217,85.958,17.3845279217,8.059,17.3845279217,8.059
17.4236078262,0.,17.4236078262,15.467,17.4236078262,37.607,17.4236078262,5.372,17.4236078262,5.372
17.4240660667,0.,17.4240660667,15.453,17.4240660667,37.607,17.4240660667,5.372,17.4240660667,8.059
17.4244427681,0.,17.4244427681,15.423,17.4244427681,34.921,17.4244427681,5.372,17.4244427681,5.372
17.4629960060,0.,17.4629960060,15.393,17.4629960060,128.938,17.4629960060,5.372,17.4629960060,5.372
17.4635138512,0.,17.4635138512,15.549,17.4635138512,102.076,17.4635138512,8.059,17.4635138512,5.372
17.5034809113,0.,17.5034809113,15.438,17.5034809113,40.293,17.5034809113,5.372,17.5034809113,5.372
17.5039548874,0.,17.5039548874,15.527,17.5039548874,48.352,17.5039548874,5.372,17.5039548874,5.372
17.5043668747,0.,17.5043668747,15.467,17.5043668747,21.49,17.5043668747,5.372,17.5043668747,8.059
17.5429739952,0.,17.5429739952,15.363,17.5429739952,59.096,17.5429739952,0.,17.5429739952,5.372
17.5435109138,0.,17.5435109138,15.482,17.5435109138,34.921,17.5435109138,8.059,17.5435109138,10.745
17.5439407825,0.,17.5439407825,15.423,17.5439407825,69.841,17.5439407825,5.372,17.5439407825,8.059
17.5443398952,0.,17.5443398952,15.385,17.5443398952,128.938,17.5443398952,5.372,17.5443398952,8.059
17.5827908516,0.,17.5827908516,15.52,17.5827908516,45.665,17.5827908516,2.686,17.5827908516,8.059
17.5833117962,0.,17.5833117962,15.415,17.5833117962,88.645,17.5833117962,5.372,17.5833117962,5.372
17.5836880207,0.,17.5836880207,15.475,17.5836880207,37.607,17.5836880207,5.372,17.5836880207,8.059
17.5841228962,0.,17.5841228962,15.363,17.5841228962,94.017,17.5841228962,8.059,17.5841228962,8.059
17.6242759228,0.,17.6242759228,15.542,17.6242759228,34.921,17.6242759228,5.372,17.6242759228,10.745
17.6249039173,0.,17.6249039173,15.475,17.6249039173,26.862,17.6249039173,5.372,17.6249039173,5.372
17.6252608299,0.,17.6252608299,15.527,17.6252608299,45.665,17.6252608299,0.,17.6252608299,5.372
17.6632599831,0.,17.6632599831,15.482,17.6632599831,24.176,17.6632599831,5.372,17.6632599831,5.372
17.6637959480,0.,17.6637959480,15.467,17.6637959480,29.548,17.6637959480,5.372,17.6637959480,5.372
17.6641600132,0.,17.6641600132,15.49,17.6641600132,40.293,17.6641600132,5.372,17.6641600132,5.372
17.6645128727,0.,17.6645128727,15.557,17.6645128727,48.352,17.6645128727,5.372,17.6645128727,5.372
17.7101099491,0.,17.7101099491,15.408,17.7101099491,96.703,17.7101099491,8.059,17.7101099491,8.059
17.7106637955,0.,17.7106637955,15.527,17.7106637955,56.41,17.7106637955,5.372,17.7106637955,5.372
17.7110428810,0.,17.7110428810,15.408,17.7110428810,107.448,17.7110428810,5.372,17.7110428810,5.372
17.7113947868,0.,17.7113947868,15.505,17.7113947868,32.234,17.7113947868,5.372,17.7113947868,5.372
17.7117350101,0.,17.7117350101,15.43,17.7117350101,26.862,17.7117350101,5.372,17.7117350101,8.059
17.7435059547,0.,17.7435059547,15.512,17.7435059547,42.979,17.7435059547,5.372,17.7435059547,5.372
17.7440409660,0.,17.7440409660,15.385,17.7440409660,51.038,17.7440409660,5.372,17.7440409660,8.059
17.7444088459,0.,17.7444088459,15.482,17.7444088459,29.548,17.7444088459,5.372,17.7444088459,8.059
17.7827768326,0.,17.7827768326,15.393,17.7827768326,118.193,17.7827768326,5.372,17.7827768326,8.059
17.7832987309,0.,17.7832987309,15.482,17.7832987309,42.979,17.7832987309,5.372,17.7832987309,8.059
17.78368783,0.,17.78368783,15.415,17.78368783,112.821,17.78368783,5.372,17.78368783,5.372
17.7840750217,0.,17.7840750217,15.393,17.7840750217,77.9,17.7840750217,5.372,17.7840750217,8.059
17.8233518600,0.,17.8233518600,15.46,17.8233518600,37.607,17.8233518600,5.372,17.8233518600,8.059
17.8239119053,0.,17.8239119053,15.393,17.8239119053,85.958,17.8239119053,10.745,17.8239119053,5.372
17.8243126869,0.,17.8243126869,15.475,17.8243126869,32.234,17.8243126869,8.059,17.8243126869,8.059
17.8247048855,0.,17.8247048855,15.542,17.8247048855,34.921,17.8247048855,5.372,17.8247048855,8.059
17.8634099960,0.,17.8634099960,15.415,17.8634099960,72.527,17.8634099960,5.372,17.8634099960,8.059
17.8639550209,0.,17.8639550209,15.497,17.8639550209,48.352,17.8639550209,5.372,17.8639550209,5.372
17.8643598557,0.,17.8643598557,15.371,17.8643598557,99.39,17.8643598557,5.372,17.8643598557,5.372
17.8647518158,0.,17.8647518158,15.482,17.8647518158,34.921,17.8647518158,5.372,17.8647518158,8.059
17.9034068584,0.,17.9034068584,15.549,17.9034068584,45.665,17.9034068584,8.059,17.9034068584,16.117
17.9038748741,0.,17.9038748741,15.46,17.9038748741,26.862,17.9038748741,5.372,17.9038748741,5.372
17.9042429924,0.,17.9042429924,15.482,17.9042429924,34.921,17.9042429924,5.372,17.9042429924,8.059
17.9045886993,0.,17.9045886993,15.408,17.9045886993,88.645,17.9045886993,5.372,17.9045886993,5.372
17.9435060024,0.,17.9435060024,15.467,17.9435060024,42.979,17.9435060024,5.372,17.9435060024,5.372
17.9440169334,0.,17.9440169334,15.49,17.9440169334,32.234,17.9440169334,5.372,17.9440169334,8.059
17.9443788528,0.,17.9443788528,15.423,17.9443788528,42.979,17.9443788528,5.372,17.9443788528,8.059
17.9447307587,0.,17.9447307587,15.453,17.9447307587,26.862,17.9447307587,8.059,17.9447307587,8.059
17.9827997684,0.,17.9827997684,15.572,17.9827997684,91.331,17.9827997684,5.372,17.9827997684,8.059
17.9833037853,0.,17.9833037853,15.482,17.9833037853,37.607,17.9833037853,8.059,17.9833037853,5.372
17.9836590290,0.,17.9836590290,15.415,17.9836590290,128.938,17.9836590290,5.372,17.9836590290,10.745
17.9840199947,0.,17.9840199947,15.497,17.9840199947,26.862,17.9840199947,5.372,17.9840199947,8.059
18.023444891,0.,18.023444891,15.482,18.023444891,48.352,18.023444891,5.372,18.023444891,8.059
18.0239839554,0.,18.0239839554,15.408,18.0239839554,48.352,18.0239839554,5.372,18.0239839554,8.059
18.024368763,0.,18.024368763,15.542,18.024368763,48.352,18.024368763,5.372,18.024368763,5.372
18.0247690678,0.,18.0247690678,15.49,18.0247690678,37.607,18.0247690678,5.372,18.0247690678,8.059
18.0626418591,0.,18.0626418591,15.453,18.0626418591,42.979,18.0626418591,5.372,18.0626418591,8.059
18.0631480217,0.,18.0631480217,15.385,18.0631480217,64.469,18.0631480217,5.372,18.0631480217,5.372
18.0635118484,0.,18.0635118484,15.579,18.0635118484,107.448,18.0635118484,8.059,18.0635118484,5.372
18.0639307499,0.,18.0639307499,15.527,18.0639307499,51.038,18.0639307499,8.059,18.0639307499,5.372
18.1063480377,0.,18.1063480377,15.453,18.1063480377,26.862,18.1063480377,5.372,18.1063480377,8.059
18.1068599224,0.,18.1068599224,15.415,18.1068599224,51.038,18.1068599224,5.372,18.1068599224,8.059
18.1072208881,0.,18.1072208881,15.363,18.1072208881,99.39,18.1072208881,8.059,18.1072208881,8.059
18.1435647011,0.,18.1435647011,15.512,18.1435647011,42.979,18.1435647011,5.372,18.1435647011,8.059
18.1440219879,0.,18.1440219879,15.497,18.1440219879,42.979,18.1440219879,5.372,18.1440219879,8.059
18.1443789005,0.,18.1443789005,15.423,18.1443789005,29.548,18.1443789005,5.372,18.1443789005,13.431
18.1447417736,0.,18.1447417736,15.527,18.1447417736,42.979,18.1447417736,5.372,18.1447417736,8.059
18.1832766533,0.,18.1832766533,15.542,18.1832766533,56.41,18.1832766533,5.372,18.1832766533,8.059
18.1837561131,0.,18.1837561131,15.482,18.1837561131,56.41,18.1837561131,5.372,18.1837561131,8.059
18.1841208935,0.,18.1841208935,15.408,18.1841208935,34.921,18.1841208935,8.059,18.1841208935,5.372
18.1844749451,0.,18.1844749451,15.535,18.1844749451,53.724,18.1844749451,13.431,18.1844749451,5.372
18.2235090733,0.,18.2235090733,15.497,18.2235090733,53.724,18.2235090733,5.372,18.2235090733,8.059
18.2241070271,0.,18.2241070271,15.445,18.2241070271,37.607,18.2241070271,10.745,18.2241070271,8.059
18.2244737148,0.,18.2244737148,15.423,18.2244737148,40.293,18.2244737148,5.372,18.2244737148,5.372
18.2248599529,0.,18.2248599529,15.564,18.2248599529,128.938,18.2248599529,5.372,18.2248599529,5.372
18.2631459236,0.,18.2631459236,15.549,18.2631459236,59.096,18.2631459236,5.372,18.2631459236,5.372
18.2636637688,0.,18.2636637688,15.467,18.2636637688,48.352,18.2636637688,5.372,18.2636637688,8.059
18.2640278339,0.,18.2640278339,15.43,18.2640278339,48.352,18.2640278339,2.686,18.2640278339,5.372
18.2643687725,0.,18.2643687725,15.408,18.2643687725,59.096,18.2643687725,5.372,18.2643687725,8.059
18.3033621311,0.,18.3033621311,15.542,18.3033621311,42.979,18.3033621311,5.372,18.3033621311,8.059
18.3038899899,0.,18.3038899899,15.535,18.3038899899,42.979,18.3038899899,5.372,18.3038899899,8.059
18.3042650223,0.,18.3042650223,15.438,18.3042650223,29.548,18.3042650223,5.372,18.3042650223,8.059
18.3430929184,0.,18.3430929184,15.527,18.3430929184,40.293,18.3430929184,5.372,18.3430929184,0.
18.3435757160,0.,18.3435757160,15.453,18.3435757160,34.921,18.3435757160,5.372,18.3435757160,5.372
18.3439559937,0.,18.3439559937,15.363,18.3439559937,104.762,18.3439559937,5.372,18.3439559937,5.372
18.3443210125,0.,18.3443210125,15.49,18.3443210125,34.921,18.3443210125,5.372,18.3443210125,0.
18.3834018707,0.,18.3834018707,15.549,18.3834018707,88.645,18.3834018707,5.372,18.3834018707,8.059
18.3838918209,0.,18.3838918209,15.453,18.3838918209,26.862,18.3838918209,5.372,18.3838918209,5.372
18.3842749596,0.,18.3842749596,15.572,18.3842749596,118.193,18.3842749596,8.059,18.3842749596,5.372
18.4234418869,0.,18.4234418869,15.52,18.4234418869,37.607,18.4234418869,8.059,18.4234418869,10.745
18.4240078926,0.,18.4240078926,15.475,18.4240078926,51.038,18.4240078926,5.372,18.4240078926,8.059
18.4243838787,0.,18.4243838787,15.43,18.4243838787,32.234,18.4243838787,5.372,18.4243838787,8.059
18.4247717857,0.,18.4247717857,15.385,18.4247717857,75.214,18.4247717857,5.372,18.4247717857,8.059
18.4636287689,0.,18.4636287689,15.542,18.4636287689,37.607,18.4636287689,5.372,18.4636287689,5.372
18.4641737938,0.,18.4641737938,15.445,18.4641737938,34.921,18.4641737938,5.372,18.4641737938,8.059
18.5033478737,0.,18.5033478737,15.49,18.5033478737,53.724,18.5033478737,5.372,18.5033478737,8.059
18.5039029121,0.,18.5039029121,15.482,18.5039029121,61.783,18.5039029121,5.372,18.5039029121,8.059
18.5042898655,0.,18.5042898655,15.557,18.5042898655,42.979,18.5042898655,5.372,18.5042898655,5.372
18.5046677589,0.,18.5046677589,15.482,18.5046677589,29.548,18.5046677589,5.372,18.5046677589,5.372
18.5437357426,0.,18.5437357426,15.408,18.5437357426,112.821,18.5437357426,8.059,18.5437357426,5.372
18.5442340374,0.,18.5442340374,15.542,18.5442340374,32.234,18.5442340374,5.372,18.5442340374,10.745
18.5832877159,0.,18.5832877159,15.475,18.5832877159,32.234,18.5832877159,5.372,18.5832877159,10.745
18.5837917328,0.,18.5837917328,15.393,18.5837917328,53.724,18.5837917328,5.372,18.5837917328,5.372
18.5841748714,0.,18.5841748714,15.52,18.5841748714,37.607,18.5841748714,5.372,18.5841748714,8.059
18.5845468044,0.,18.5845468044,15.557,18.5845468044,42.979,18.5845468044,5.372,18.5845468044,5.372
18.6235158443,0.,18.6235158443,15.467,18.6235158443,26.862,18.6235158443,5.372,18.6235158443,8.059
18.6240618229,0.,18.6240618229,15.423,18.6240618229,75.214,18.6240618229,5.372,18.6240618229,8.059
18.6244459152,0.,18.6244459152,15.542,18.6244459152,45.665,18.6244459152,5.372,18.6244459152,5.372
18.6634397507,0.,18.6634397507,15.549,18.6634397507,42.979,18.6634397507,5.372,18.6634397507,8.059
18.663944006,0.,18.663944006,15.497,18.663944006,42.979,18.663944006,5.372,18.663944006,8.059
18.6643218994,0.,18.6643218994,15.482,18.6643218994,34.921,18.6643218994,8.059,18.6643218994,5.372
18.6646819115,0.,18.6646819115,15.423,18.6646819115,26.862,18.6646819115,5.372,18.6646819115,5.372
18.7034068108,0.,18.7034068108,15.549,18.7034068108,45.665,18.7034068108,5.372,18.7034068108,8.059
18.7040200233,0.,18.7040200233,15.408,18.7040200233,110.134,18.7040200233,5.372,18.7040200233,5.372
18.7044098377,0.,18.7044098377,15.46,18.7044098377,32.234,18.7044098377,5.372,18.7044098377,8.059
18.7047917843,0.,18.7047917843,15.385,18.7047917843,120.879,18.7047917843,5.372,18.7047917843,8.059
18.7433648109,0.,18.7433648109,15.482,18.7433648109,32.234,18.7433648109,5.372,18.7433648109,5.372
18.7439289093,0.,18.7439289093,15.535,18.7439289093,107.448,18.7439289093,5.372,18.7439289093,5.372
18.7442870140,0.,18.7442870140,15.475,18.7442870140,26.862,18.7442870140,5.372,18.7442870140,5.372
18.7446317673,0.,18.7446317673,15.482,18.7446317673,21.49,18.7446317673,5.372,18.7446317673,5.372
18.7828128338,0.,18.7828128338,15.415,18.7828128338,120.879,18.7828128338,5.372,18.7828128338,5.372
18.7833669186,0.,18.7833669186,15.482,18.7833669186,32.234,18.7833669186,5.372,18.7833669186,5.372
18.7837409973,0.,18.7837409973,15.348,18.7837409973,45.665,18.7837409973,8.059,18.7837409973,8.059
18.7840998173,0.,18.7840998173,15.497,18.7840998173,34.921,18.7840998173,5.372,18.7840998173,5.372
18.8232676983,0.,18.8232676983,15.527,18.8232676983,45.665,18.8232676983,10.745,18.8232676983,8.059
18.8237979412,0.,18.8237979412,15.415,18.8237979412,85.958,18.8237979412,8.059,18.8237979412,5.372
18.8242020607,0.,18.8242020607,15.527,18.8242020607,51.038,18.8242020607,5.372,18.8242020607,8.059
18.8245918751,0.,18.8245918751,15.438,18.8245918751,69.841,18.8245918751,5.372,18.8245918751,5.372
18.8634839058,0.,18.8634839058,15.393,18.8634839058,118.193,18.8634839058,5.372,18.8634839058,5.372
18.8640677929,0.,18.8640677929,15.423,18.8640677929,37.607,18.8640677929,5.372,18.8640677929,5.372
18.8644568920,0.,18.8644568920,15.49,18.8644568920,32.234,18.8644568920,5.372,18.8644568920,8.059
18.8648409843,0.,18.8648409843,15.423,18.8648409843,42.979,18.8648409843,5.372,18.8648409843,5.372
18.9032719135,0.,18.9032719135,15.52,18.9032719135,37.607,18.9032719135,8.059,18.9032719135,8.059
18.9038720131,0.,18.9038720131,15.453,18.9038720131,40.293,18.9038720131,5.372,18.9038720131,8.059
18.9042549133,0.,18.9042549133,15.348,18.9042549133,40.293,18.9042549133,5.372,18.9042549133,8.059
18.9046089649,0.,18.9046089649,15.423,18.9046089649,37.607,18.9046089649,5.372,18.9046089649,5.372
18.9430987835,0.,18.9430987835,15.505,18.9430987835,45.665,18.9430987835,8.059,18.9430987835,8.059
18.9435799122,0.,18.9435799122,15.385,18.9435799122,131.624,18.9435799122,5.372,18.9435799122,8.059
18.9439790249,0.,18.9439790249,15.505,18.9439790249,40.293,18.9439790249,5.372,18.9439790249,8.059
18.9832127094,0.,18.9832127094,15.542,18.9832127094,40.293,18.9832127094,5.372,18.9832127094,5.372
18.9837508202,0.,18.9837508202,15.453,18.9837508202,32.234,18.9837508202,8.059,18.9837508202,10.745
18.9841468334,0.,18.9841468334,15.527,18.9841468334,34.921,18.9841468334,5.372,18.9841468334,5.372
18.9845268726,0.,18.9845268726,15.438,18.9845268726,37.607,18.9845268726,5.372,18.9845268726,5.372
19.0229697227,0.,19.0229697227,15.393,19.0229697227,85.958,19.0229697227,5.372,19.0229697227,8.059
19.0234889984,0.,19.0234889984,15.557,19.0234889984,99.39,19.0234889984,5.372,19.0234889984,8.059
19.0238897800,0.,19.0238897800,15.49,19.0238897800,42.979,19.0238897800,8.059,19.0238897800,2.686
19.0242729187,0.,19.0242729187,15.438,19.0242729187,29.548,19.0242729187,2.686,19.0242729187,5.372
19.0634808540,0.,19.0634808540,15.378,19.0634808540,56.41,19.0634808540,5.372,19.0634808540,8.059
19.0640659332,0.,19.0640659332,15.505,19.0640659332,134.31,19.0640659332,8.059,19.0640659332,8.059
19.0644788742,0.,19.0644788742,15.52,19.0644788742,56.41,19.0644788742,5.372,19.0644788742,5.372
19.0648818016,0.,19.0648818016,15.512,19.0648818016,40.293,19.0648818016,5.372,19.0648818016,8.059
19.1033668518,0.,19.1033668518,15.482,19.1033668518,42.979,19.1033668518,8.059,19.1033668518,5.372
19.1039068699,0.,19.1039068699,15.445,19.1039068699,34.921,19.1039068699,8.059,19.1039068699,5.372
19.1043088436,0.,19.1043088436,15.408,19.1043088436,45.665,19.1043088436,2.686,19.1043088436,8.059
19.1047067642,0.,19.1047067642,15.564,19.1047067642,107.448,19.1047067642,5.372,19.1047067642,5.372
19.1435749531,0.,19.1435749531,15.512,19.1435749531,48.352,19.1435749531,5.372,19.1435749531,8.059
19.1441347599,0.,19.1441347599,15.467,19.1441347599,45.665,19.1441347599,5.372,19.1441347599,8.059
19.1445338726,0.,19.1445338726,15.43,19.1445338726,32.234,19.1445338726,5.372,19.1445338726,8.059
19.1449239254,0.,19.1449239254,15.535,19.1449239254,128.938,19.1449239254,5.372,19.1449239254,5.372
19.1832859516,0.,19.1832859516,15.535,19.1832859516,115.507,19.1832859516,5.372,19.1832859516,5.372
19.1837849617,0.,19.1837849617,15.542,19.1837849617,69.841,19.1837849617,5.372,19.1837849617,8.059
19.1841628551,0.,19.1841628551,15.52,19.1841628551,69.841,19.1841628551,5.372,19.1841628551,8.059
19.1845169067,0.,19.1845169067,15.482,19.1845169067,42.979,19.1845169067,8.059,19.1845169067,5.372
19.2229099274,0.,19.2229099274,15.423,19.2229099274,42.979,19.2229099274,5.372,19.2229099274,8.059
19.2233669758,0.,19.2233669758,15.549,19.2233669758,72.527,19.2233669758,8.059,19.2233669758,8.059
19.2237298489,0.,19.2237298489,15.52,19.2237298489,45.665,19.2237298489,5.372,19.2237298489,5.372
19.2240860462,0.,19.2240860462,15.467,19.2240860462,48.352,19.2240860462,5.372,19.2240860462,5.372
19.2634687424,0.,19.2634687424,15.43,19.2634687424,29.548,19.2634687424,8.059,19.2634687424,5.372
19.2639968395,0.,19.2639968395,15.385,19.2639968395,88.645,19.2639968395,5.372,19.2639968395,8.059
19.2643787861,0.,19.2643787861,15.467,19.2643787861,34.921,19.2643787861,8.059,19.2643787861,8.059
19.2647459507,0.,19.2647459507,15.4,19.2647459507,75.214,19.2647459507,5.372,19.2647459507,5.372
19.3031637669,0.,19.3031637669,15.542,19.3031637669,53.724,19.3031637669,5.372,19.3031637669,5.372
19.3036379814,0.,19.3036379814,15.467,19.3036379814,61.783,19.3036379814,5.372,19.3036379814,8.059
19.3040976524,0.,19.3040976524,15.363,19.3040976524,107.448,19.3040976524,5.372,19.3040976524,8.059
19.3435647488,0.,19.3435647488,15.423,19.3435647488,34.921,19.3435647488,5.372,19.3435647488,8.059
19.3440499306,0.,19.3440499306,15.423,19.3440499306,34.921,19.3440499306,5.372,19.3440499306,8.059
19.3444108963,0.,19.3444108963,15.557,19.3444108963,77.9,19.3444108963,5.372,19.3444108963,8.059
19.3447637558,0.,19.3447637558,15.467,19.3447637558,42.979,19.3447637558,5.372,19.3447637558,5.372
19.383276701,0.,19.383276701,15.415,19.383276701,45.665,19.383276701,5.372,19.383276701,10.745
19.383754015,0.,19.383754015,15.363,19.383754015,64.469,19.383754015,8.059,19.383754015,5.372
19.3841879368,0.,19.3841879368,15.482,19.3841879368,53.724,19.3841879368,5.372,19.3841879368,8.059
19.4234900475,0.,19.4234900475,15.423,19.4234900475,32.234,19.4234900475,5.372,19.4234900475,5.372
19.4240419865,0.,19.4240419865,15.378,19.4240419865,99.39,19.4240419865,8.059,19.4240419865,8.059
19.4244418144,0.,19.4244418144,15.564,19.4244418144,85.958,19.4244418144,5.372,19.4244418144,5.372
19.4248430729,0.,19.4248430729,15.49,19.4248430729,56.41,19.4248430729,5.372,19.4248430729,5.372
19.4631917477,0.,19.4631917477,15.505,19.4631917477,51.038,19.4631917477,5.372,19.4631917477,5.372
19.4636979103,0.,19.4636979103,15.482,19.4636979103,42.979,19.4636979103,5.372,19.4636979103,5.372
19.4640848637,0.,19.4640848637,15.43,19.4640848637,34.921,19.4640848637,5.372,19.4640848637,8.059
19.4644427299,0.,19.4644427299,15.564,19.4644427299,112.821,19.4644427299,8.059,19.4644427299,5.372
19.5032229424,0.,19.5032229424,15.52,19.5032229424,53.724,19.5032229424,5.372,19.5032229424,5.372
19.503718853,0.,19.503718853,15.512,19.503718853,56.41,19.503718853,5.372,19.503718853,5.372
19.5040678978,0.,19.5040678978,15.557,19.5040678978,42.979,19.5040678978,5.372,19.5040678978,8.059
19.5044038296,0.,19.5044038296,15.505,19.5044038296,45.665,19.5044038296,8.059,19.5044038296,8.059
19.5429670811,0.,19.5429670811,15.438,19.5429670811,59.096,19.5429670811,8.059,19.5429670811,8.059
19.5434770584,0.,19.5434770584,15.393,19.5434770584,134.31,19.5434770584,5.372,19.5434770584,5.372
19.5438647270,0.,19.5438647270,15.445,19.5438647270,37.607,19.5438647270,5.372,19.5438647270,13.431
19.5442228317,0.,19.5442228317,15.385,19.5442228317,120.879,19.5442228317,8.059,19.5442228317,5.372
19.5832808018,0.,19.5832808018,15.564,19.5832808018,37.607,19.5832808018,5.372,19.5832808018,8.059
19.5837638378,0.,19.5837638378,15.497,19.5837638378,42.979,19.5837638378,5.372,19.5837638378,8.059
19.5841300488,0.,19.5841300488,15.467,19.5841300488,42.979,19.5841300488,5.372,19.5841300488,5.372
19.5844879150,0.,19.5844879150,15.363,19.5844879150,123.565,19.5844879150,5.372,19.5844879150,5.372
19.6235320568,0.,19.6235320568,15.423,19.6235320568,85.958,19.6235320568,10.745,19.6235320568,5.372
19.6240489483,0.,19.6240489483,15.542,19.6240489483,51.038,19.6240489483,5.372,19.6240489483,8.059
19.6244170666,0.,19.6244170666,15.49,19.6244170666,34.921,19.6244170666,5.372,19.6244170666,5.372
19.6247959137,0.,19.6247959137,15.356,19.6247959137,110.134,19.6247959137,8.059,19.6247959137,8.059
19.6635348797,0.,19.6635348797,15.505,19.6635348797,42.979,19.6635348797,5.372,19.6635348797,5.372
19.6640577316,0.,19.6640577316,15.572,19.6640577316,59.096,19.6640577316,8.059,19.6640577316,8.059
19.6644279957,0.,19.6644279957,15.497,19.6644279957,34.921,19.6644279957,8.059,19.6644279957,8.059
19.664798975,0.,19.664798975,15.438,19.664798975,29.548,19.664798975,5.372,19.664798975,10.745
19.7033748627,0.,19.7033748627,15.415,19.7033748627,88.645,19.7033748627,8.059,19.7033748627,10.745
19.7038648129,0.,19.7038648129,15.505,19.7038648129,37.607,19.7038648129,5.372,19.7038648129,8.059
19.7042360306,0.,19.7042360306,15.415,19.7042360306,26.862,19.7042360306,5.372,19.7042360306,5.372
19.7045948505,0.,19.7045948505,15.527,19.7045948505,42.979,19.7045948505,8.059,19.7045948505,5.372
19.7435116768,0.,19.7435116768,15.453,19.7435116768,32.234,19.7435116768,5.372,19.7435116768,5.372
19.7440457344,0.,19.7440457344,15.385,19.7440457344,53.724,19.7440457344,5.372,19.7440457344,8.059
19.7444169521,0.,19.7444169521,15.482,19.7444169521,34.921,19.7444169521,5.372,19.7444169521,8.059
19.7447829247,0.,19.7447829247,15.445,19.7447829247,32.234,19.7447829247,5.372,19.7447829247,10.745
19.7833058834,0.,19.7833058834,15.467,19.7833058834,37.607,19.7833058834,5.372,19.7833058834,8.059
19.7838227749,0.,19.7838227749,15.512,19.7838227749,48.352,19.7838227749,5.372,19.7838227749,8.059
19.7842130661,0.,19.7842130661,15.423,19.7842130661,99.39,19.7842130661,5.372,19.7842130661,5.372
19.784580946,0.,19.784580946,15.482,19.784580946,34.921,19.784580946,5.372,19.784580946,8.059
19.8229839802,0.,19.8229839802,15.393,19.8229839802,123.565,19.8229839802,5.372,19.8229839802,5.372
19.8235089779,0.,19.8235089779,15.475,19.8235089779,24.176,19.8235089779,5.372,19.8235089779,5.372
19.8239507675,0.,19.8239507675,15.423,19.8239507675,69.841,19.8239507675,5.372,19.8239507675,10.745
19.8243238926,0.,19.8243238926,15.527,19.8243238926,45.665,19.8243238926,5.372,19.8243238926,8.059
19.8634569645,0.,19.8634569645,15.482,19.8634569645,42.979,19.8634569645,5.372,19.8634569645,8.059
19.8639779091,0.,19.8639779091,15.4,19.8639779091,85.958,19.8639779091,5.372,19.8639779091,5.372
19.8643579483,0.,19.8643579483,15.445,19.8643579483,26.862,19.8643579483,5.372,19.8643579483,5.372
19.8647239208,0.,19.8647239208,15.505,19.8647239208,37.607,19.8647239208,2.686,19.8647239208,5.372
