Top Pos_x,Top Pos_y,Bottom Pos_x,Bottom Pos_y
5.7400000000,0.011,5.7400000000,0.
5.75,0.011,5.75,0.
5.76,0.011,5.76,0.
5.7700000000,0.012,5.7700000000,0.
5.7800000000,0.012,5.7800000000,0.
5.79,0.012,5.79,0.
5.8,0.012,5.8,0.
5.8100000000,0.012,5.8100000000,0.
5.82,0.011,5.82,0.
5.83,0.011,5.83,0.
5.8400000000,0.011,5.8400000000,0.
5.85,0.012,5.85,0.
5.86,0.012,5.86,0.
5.8700000000,0.012,5.8700000000,0.
5.88,0.012,5.88,0.
5.89,0.012,5.89,0.
5.9000000000,0.011,5.9000000000,0.
5.91,0.011,5.91,0.
5.92,0.011,5.92,0.
5.9300000000,0.012,5.9300000000,0.
5.94,0.012,5.94,0.
5.95,0.012,5.95,0.
5.9600000000,0.011,5.9600000000,0.
5.97,0.012,5.97,0.
5.98,0.011,5.98,0.
5.9900000000,0.011,5.9900000000,0.
6.,0.011,6.,0.
6.01,0.012,6.01,0.
6.0200000000,0.012,6.0200000000,0.
6.0300000000,0.012,6.0300000000,0.
6.04,0.012,6.04,0.
6.05,0.012,6.05,0.
6.0600000000,0.011,6.0600000000,0.
6.07,0.011,6.07,0.
6.08,0.011,6.08,0.
6.0900000000,0.012,6.0900000000,0.
6.1,0.012,6.1,0.
6.11,0.012,6.11,0.
6.1200000000,0.012,6.1200000000,0.
6.13,0.011,6.13,0.
6.14,0.011,6.14,0.
6.1500000000,0.011,6.1500000000,0.
6.16,0.011,6.16,0.
6.17,0.012,6.17,0.
6.1800000000,0.012,6.1800000000,0.
6.19,0.012,6.19,0.
6.2,0.011,6.2,0.
6.2100000000,0.011,6.2100000000,0.
6.22,0.011,6.22,0.
6.23,0.012,6.23,0.
6.2400000000,0.012,6.2400000000,0.
6.25,0.011,6.25,0.
6.26,0.011,6.26,0.
6.2700000000,0.011,6.2700000000,0.
6.2800000000,0.011,6.2800000000,0.
6.29,0.011,6.29,0.
6.3,0.011,6.3,0.
6.3100000000,0.011,6.3100000000,0.
6.32,0.011,6.32,0.
6.33,0.011,6.33,0.
6.3400000000,0.011,6.3400000000,0.
6.35,0.011,6.35,0.
6.36,0.011,6.36,0.
6.3700000000,0.011,6.3700000000,0.
6.38,0.011,6.38,0.
6.39,0.011,6.39,0.
6.4000000000,0.011,6.4000000000,0.
6.41,0.011,6.41,0.
6.42,0.011,6.42,0.
6.4300000000,0.011,6.4300000000,0.
6.44,0.012,6.44,0.
6.45,0.011,6.45,0.
6.4600000000,0.011,6.4600000000,0.
6.47,0.011,6.47,0.
6.48,0.011,6.48,0.
6.4900000000,0.011,6.4900000000,0.
6.5,0.011,6.5,0.
6.51,0.011,6.51,0.
6.5200000000,0.012,6.5200000000,0.
6.5300000000,0.012,6.5300000000,0.
6.54,0.011,6.54,0.
6.55,0.011,6.55,0.
6.5600000000,0.011,6.5600000000,0.
6.57,0.011,6.57,0.
6.58,0.011,6.58,0.
6.5900000000,0.011,6.5900000000,0.
6.6,0.012,6.6,0.
6.61,0.012,6.61,0.
6.6200000000,0.011,6.6200000000,0.
6.63,0.011,6.63,0.
6.64,0.011,6.64,0.
6.6500000000,0.011,6.6500000000,0.
6.66,0.012,6.66,0.
6.67,0.012,6.67,0.
6.6800000000,0.012,6.6800000000,0.
6.69,0.011,6.69,0.
6.7,0.011,6.7,0.
6.7100000000,0.011,6.7100000000,0.
6.72,0.011,6.72,0.
6.73,0.012,6.73,0.
6.7400000000,0.012,6.7400000000,0.
6.75,0.012,6.75,0.
6.76,0.011,6.76,0.
6.7700000000,0.011,6.7700000000,0.
6.7800000000,0.011,6.7800000000,0.
6.79,0.011,6.79,0.
6.8,0.012,6.8,0.
6.8100000000,0.012,6.8100000000,0.
6.82,0.012,6.82,0.
6.83,0.011,6.83,0.
6.8400000000,0.011,6.8400000000,0.
6.85,0.011,6.85,0.
6.86,0.011,6.86,0.
6.8700000000,0.011,6.8700000000,0.
6.88,0.012,6.88,0.
6.89,0.012,6.89,0.
6.9000000000,0.012,6.9000000000,0.
6.91,0.011,6.91,0.
6.92,0.011,6.92,0.
6.9300000000,0.011,6.9300000000,0.
6.94,0.011,6.94,0.
6.95,0.011,6.95,0.
6.9600000000,0.012,6.9600000000,0.
6.97,0.012,6.97,0.
6.98,0.012,6.98,0.
6.9900000000,0.012,6.9900000000,0.
7.,0.011,7.,0.
7.01,0.011,7.01,0.
7.0200000000,0.011,7.0200000000,0.
7.0300000000,0.011,7.0300000000,0.
7.04,0.012,7.04,0.
7.05,0.012,7.05,0.
7.0600000000,0.012,7.0600000000,0.
7.07,0.011,7.07,0.
7.08,0.011,7.08,0.
7.0900000000,0.011,7.0900000000,0.
7.1,0.011,7.1,0.
7.11,0.011,7.11,0.
7.1200000000,0.011,7.1200000000,-0.002
7.13,0.012,7.13,0.
7.14,0.011,7.14,0.
7.1500000000,0.011,7.1500000000,0.
7.16,0.011,7.16,0.
7.17,0.011,7.17,0.
7.1800000000,0.012,7.1800000000,0.
7.19,0.012,7.19,0.
7.2,0.012,7.2,0.
7.2100000000,0.011,7.2100000000,0.
7.22,0.011,7.22,0.
7.23,0.011,7.23,0.
7.2400000000,0.011,7.2400000000,0.
7.25,0.011,7.25,0.
7.26,0.011,7.26,0.
7.2700000000,0.012,7.2700000000,0.
7.2800000000,0.012,7.2800000000,0.
7.29,0.011,7.29,0.
7.3,0.011,7.3,0.
7.3100000000,0.011,7.3100000000,0.
7.32,0.011,7.32,0.
7.33,0.011,7.33,-0.002
7.3400000000,0.011,7.3400000000,0.
7.35,0.011,7.35,0.
7.36,0.012,7.36,0.
7.3700000000,0.012,7.3700000000,0.
7.38,0.012,7.38,0.
7.39,0.011,7.39,0.
7.4000000000,0.011,7.4000000000,0.
7.41,0.011,7.41,0.
7.42,0.011,7.42,-0.002
7.4300000000,0.012,7.4300000000,0.
7.44,0.012,7.44,0.
7.45,0.012,7.45,0.
7.4600000000,0.011,7.4600000000,0.
7.47,0.011,7.47,-0.002
7.48,0.011,7.48,0.
7.4900000000,0.011,7.4900000000,0.
7.5,0.011,7.5,0.
7.51,0.011,7.51,0.
7.5200000000,0.012,7.5200000000,0.
7.5300000000,0.011,7.5300000000,0.
7.54,0.011,7.54,0.
7.55,0.011,7.55,0.
7.5600000000,0.011,7.5600000000,0.
7.57,0.011,7.57,0.
7.58,0.012,7.58,0.
7.5900000000,0.012,7.5900000000,0.
7.6,0.012,7.6,0.
7.61,0.012,7.61,0.
7.6200000000,0.011,7.6200000000,-0.002
7.63,0.011,7.63,0.
7.64,0.011,7.64,-0.002
7.6500000000,0.012,7.6500000000,0.
7.66,0.012,7.66,0.
7.67,0.012,7.67,0.
7.6800000000,0.011,7.6800000000,0.
7.69,0.011,7.69,0.
7.7,0.011,7.7,0.
7.7100000000,0.011,7.7100000000,0.
7.72,0.011,7.72,0.
7.73,0.012,7.73,0.
7.7400000000,0.011,7.7400000000,0.
